C,SETP.WORLD,DVD_DISPATCHPRICE,AEMO,PUBLIC,2026/07/08,18:11:00,001783498260880,MONTHLY_ARCHIVE,001783498260880
I,DISPATCH,PRICE,5,SETTLEMENTDATE,RUNNO,REGIONID,DISPATCHINTERVAL,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,LASTCHANGED,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG,PRICE_STATUS,PRE_AP_ENERGY_PRICE,PRE_AP_RAISE6_PRICE,PRE_AP_RAISE60_PRICE,PRE_AP_RAISE5MIN_PRICE,PRE_AP_RAISEREG_PRICE,PRE_AP_LOWER6_PRICE,PRE_AP_LOWER60_PRICE,PRE_AP_LOWER5MIN_PRICE,PRE_AP_LOWERREG_PRICE,CUMUL_PRE_AP_ENERGY_PRICE,CUMUL_PRE_AP_RAISE6_PRICE,CUMUL_PRE_AP_RAISE60_PRICE,CUMUL_PRE_AP_RAISE5MIN_PRICE,CUMUL_PRE_AP_RAISEREG_PRICE,CUMUL_PRE_AP_LOWER6_PRICE,CUMUL_PRE_AP_LOWER60_PRICE,CUMUL_PRE_AP_LOWER5MIN_PRICE,CUMUL_PRE_AP_LOWERREG_PRICE,OCD_STATUS,MII_STATUS,RAISE1SECRRP,RAISE1SECROP,RAISE1SECAPCFLAG,LOWER1SECRRP,LOWER1SECROP,LOWER1SECAPCFLAG,PRE_AP_RAISE1_PRICE,PRE_AP_LOWER1_PRICE,CUMUL_PRE_AP_RAISE1_PRICE,CUMUL_PRE_AP_LOWER1_PRICE
D,DISPATCH,PRICE,5,"2026/06/30 22:00:00",1,NSW1,20260630216,0,79.66881,0,79.66881,0,0,"2026/06/30 21:55:02",0.04,0.04,0,0.04,0.04,0,0.01,0.01,0,4.98,4.98,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,1.37,1.37,0,FIRM,79.66881,0.04,0.04,0.01,4.98,0.01,0.03,0.01,1.37,242900.51964,110.8499,118.48821,42.64919,8365.1134,16.77,50.8925,17.93,2963.99737,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.32,0.45
D,DISPATCH,PRICE,5,"2026/06/30 22:00:00",1,QLD1,20260630216,0,80.95,0,80.95,0,0,"2026/06/30 21:55:02",0.04,0.04,0,0.04,0.04,0,0.01,0.01,0,4.98,4.98,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,1.37,1.37,0,FIRM,80.95,0.04,0.04,0.01,4.98,0.01,0.03,0.01,1.37,180227.00228,62.44,43.64,25.32919,8347.7934,1955.28256,1783.34854,348.88845,3294.95582,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.32,916.12202
D,DISPATCH,PRICE,5,"2026/06/30 22:00:00",1,SA1,20260630216,0,57.86584,0,57.86584,0,0,"2026/06/30 21:55:02",0.04,0.04,0,0.04,0.04,0,0.01,0.01,0,4.98,4.98,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,1.37,1.37,0,FIRM,57.86584,0.04,0.04,0.01,4.98,0.01,0.03,0.01,1.37,307025.93636,439.38871,543.38468,305.91919,8628.3834,241.49558,379.50842,81.7645,3027.83187,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,193.58,5508.83352
D,DISPATCH,PRICE,5,"2026/06/30 22:00:00",1,TAS1,20260630216,0,79.16,0,79.16,0,0,"2026/06/30 21:55:02",0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,2.92,2.92,0,0.38,0.38,0,0.38,0.38,0,0,0,0,1.33,1.33,0,FIRM,79.16,0.38,0.38,0.38,2.92,0.38,0.38,0,1.33,154792.12977,7546.80117,773.85856,570.58907,7332.10354,1821.41046,604.40922,214.47,4218.36463,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,9.68,0
D,DISPATCH,PRICE,5,"2026/06/30 22:00:00",1,VIC1,20260630216,0,70.68804,0,70.68804,0,0,"2026/06/30 21:55:02",0.04,0.04,0,0.04,0.04,0,0.01,0.01,0,4.98,4.98,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,1.37,1.37,0,FIRM,70.68804,0.04,0.04,0.01,4.98,0.01,0.03,0.01,1.37,245512.593,110.8499,118.48821,42.64919,8365.1134,16.77,50.8925,17.93,2963.99737,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.32,0.45
D,DISPATCH,PRICE,5,"2026/06/30 22:05:00",1,NSW1,20260630217,0,89.22516,0,89.22516,0,0,"2026/06/30 22:00:01",0.09,0.09,0,0.09,0.09,0,0.02,0.02,0,4.29,4.29,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,2,2,0,FIRM,89.22516,0.09,0.09,0.02,4.29,0.01,0.01,0.01,2,242873.29286,110.9099,118.56821,42.65919,8369.3934,16.78,50.9025,17.94,2964.79737,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,44.35,0.45
D,DISPATCH,PRICE,5,"2026/06/30 22:05:00",1,QLD1,20260630217,0,84.5,0,84.5,0,0,"2026/06/30 22:00:01",0.09,0.09,0,0.09,0.09,0,0.02,0.02,0,4.29,4.29,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,2,2,0,FIRM,84.5,0.09,0.09,0.02,4.29,0.01,0.01,0.01,2,180199.1048,62.5,43.72,25.33919,8352.0734,1955.10256,1783.16854,348.86845,3295.72582,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,44.35,916.02202
D,DISPATCH,PRICE,5,"2026/06/30 22:05:00",1,SA1,20260630217,0,34.23777,0,34.23777,0,0,"2026/06/30 22:00:01",0.09,0.09,0,0.09,0.09,0,0.02,0.02,0,4.29,4.29,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,2,2,0,FIRM,34.23777,0.09,0.09,0.02,4.29,0.01,0.01,0.01,2,306468.28413,439.08871,542.70468,305.85919,8632.5934,241.50558,379.51842,81.7745,3028.63187,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,193.58,5508.83352
D,DISPATCH,PRICE,5,"2026/06/30 22:05:00",1,TAS1,20260630217,0,79.21,0,79.21,0,0,"2026/06/30 22:00:01",3,3,0,3,3,0,0.38,0.38,0,2.92,2.92,0,0.38,0.38,0,0.38,0.38,0,0,0,0,0.39,0.39,0,FIRM,79.21,3,3,0.38,2.92,0.38,0.38,0,0.39,154792.09977,7508.53639,776.47856,570.95907,7333.08249,1821.79046,604.78922,214.47,4217.48463,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,9.67,0
D,DISPATCH,PRICE,5,"2026/06/30 22:05:00",1,VIC1,20260630217,0,38,0,38,0,0,"2026/06/30 22:00:01",0.09,0.09,0,0.09,0.09,0,0.02,0.02,0,4.29,4.29,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,2,2,0,FIRM,38,0.09,0.09,0.02,4.29,0.01,0.01,0.01,2,245435.593,110.9099,118.56821,42.65919,8369.3934,16.78,50.9025,17.94,2964.79737,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,44.35,0.45
D,DISPATCH,PRICE,5,"2026/06/30 22:10:00",1,TAS1,20260630218,0,79.21,0,79.21,0,0,"2026/06/30 22:05:02",3,3,0,3,3,0,0.38,0.38,0,2.92,2.92,0,0.38,0.38,0,0.38,0.38,0,0,0,0,0.39,0.39,0,FIRM,79.21,3,3,0.38,2.92,0.38,0.38,0,0.39,154781.04977,7511.49639,779.44856,571.32907,7333.08249,1822.17046,605.16922,214.47,4216.60463,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,9.66,0
D,DISPATCH,PRICE,5,"2026/06/30 22:10:00",1,NSW1,20260630218,0,95.96,0,95.96,0,0,"2026/06/30 22:05:02",0.04,0.04,0,0.04,0.04,0,0.02,0.02,0,5.57,5.57,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,2.18,2.18,0,FIRM,95.96,0.04,0.04,0.02,5.57,0.01,0.01,0.01,2.18,242776.42198,110.9099,118.57821,42.66919,8371.5034,16.79,50.9125,17.95,2964.97737,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.37,0.45
D,DISPATCH,PRICE,5,"2026/06/30 22:10:00",1,QLD1,20260630218,0,90.03,0,90.03,0,0,"2026/06/30 22:05:02",0.04,0.04,0,0.04,0.04,0,0.02,0.02,0,5.57,5.57,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,2.18,2.18,0,FIRM,90.03,0.04,0.04,0.02,5.57,0.01,0.01,0.01,2.18,180106.35111,62.5,43.73,25.34919,8354.1834,1954.73256,1782.89854,348.84845,3295.87582,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.37,916.00202
D,DISPATCH,PRICE,5,"2026/06/30 22:10:00",1,SA1,20260630218,0,77.89033,0,77.89033,0,0,"2026/06/30 22:05:02",0.04,0.04,0,0.04,0.04,0,0.02,0.02,0,5.57,5.57,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,2.18,2.18,0,FIRM,77.89033,0.04,0.04,0.02,5.57,0.01,0.01,0.01,2.18,306225.78446,438.73871,542.35468,305.48919,8634.3234,241.51558,379.52842,81.7845,3028.81187,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,193.58,5508.83352
D,DISPATCH,PRICE,5,"2026/06/30 22:10:00",1,VIC1,20260630218,0,83.30654,0,83.30654,0,0,"2026/06/30 22:05:02",0.04,0.04,0,0.04,0.04,0,0.02,0.02,0,5.57,5.57,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,2.18,2.18,0,FIRM,83.30654,0.04,0.04,0.02,5.57,0.01,0.01,0.01,2.18,245329.21954,110.9099,118.57821,42.66919,8371.5034,16.79,50.9125,17.95,2964.97737,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.37,0.45
D,DISPATCH,PRICE,5,"2026/06/30 22:15:00",1,NSW1,20260630219,0,97.49345,0,97.49345,0,0,"2026/06/30 22:10:02",0.04,0.04,0,0.04,0.04,0,0.01,0.01,0,8.56,8.56,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,2,2,0,FIRM,97.49345,0.04,0.04,0.01,8.56,0.01,0.01,0.01,2,242736.09025,110.9399,118.60821,42.66919,8379.0734,16.8,50.9225,17.96,2965.97737,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.39,0.45
D,DISPATCH,PRICE,5,"2026/06/30 22:15:00",1,QLD1,20260630219,0,90.03,0,90.03,0,0,"2026/06/30 22:10:02",0.04,0.04,0,0.04,0.04,0,0.01,0.01,0,8.56,8.56,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,2,2,0,FIRM,90.03,0.04,0.04,0.01,8.56,0.01,0.01,0.01,2,180065.97804,62.53,43.76,25.34919,8361.7534,1954.55256,1782.70854,348.82845,3296.84582,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.39,915.97202
D,DISPATCH,PRICE,5,"2026/06/30 22:15:00",1,SA1,20260630219,0,52.91594,0,52.91594,0,0,"2026/06/30 22:10:02",0.04,0.04,0,0.04,0.04,0,0.01,0.01,0,8.56,8.56,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,2,2,0,FIRM,52.91594,0.04,0.04,0.01,8.56,0.01,0.01,0.01,2,305979.2604,438.01871,541.62468,305.48919,8641.8934,241.52558,379.53842,81.7945,3029.81187,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,193.57,5508.83352
D,DISPATCH,PRICE,5,"2026/06/30 22:15:00",1,TAS1,20260630219,0,78.33,0,78.33,0,0,"2026/06/30 22:10:02",3,3,0,3,3,0,0.38,0.38,0,2.92,2.92,0,0.38,0.38,0,0.38,0.38,0,0,0,0,1.27,1.27,0,FIRM,78.33,3,3,0.38,2.92,0.38,0.38,0,1.27,154780.13977,7494.17519,782.06856,571.69907,7334.06144,1822.55046,605.54922,214.47,4216.60463,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,9.65,0
D,DISPATCH,PRICE,5,"2026/06/30 22:15:00",1,VIC1,20260630219,0,56.59553,0,56.59553,0,0,"2026/06/30 22:10:02",0.04,0.04,0,0.04,0.04,0,0.01,0.01,0,8.56,8.56,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,2,2,0,FIRM,56.59553,0.04,0.04,0.01,8.56,0.01,0.01,0.01,2,245249.69507,110.9399,118.60821,42.66919,8379.0734,16.8,50.9225,17.96,2965.97737,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.39,0.45
D,DISPATCH,PRICE,5,"2026/06/30 22:20:00",1,NSW1,20260630220,0,81.42598,0,81.42598,0,0,"2026/06/30 22:15:02",0.04,0.04,0,0.04,0.04,0,0.01,0.01,0,7.82,7.82,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,1.37,1.37,0,FIRM,81.42598,0.04,0.04,0.01,7.82,0.01,0.01,0.01,1.37,242677.33741,110.9499,118.63821,42.65919,8381.9134,16.81,50.9325,17.97,2965.94737,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.41,0.45
D,DISPATCH,PRICE,5,"2026/06/30 22:20:00",1,QLD1,20260630220,0,81,0,81,0,0,"2026/06/30 22:15:02",0.04,0.04,0,0.04,0.04,0,0.01,0.01,0,7.82,7.82,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,1.37,1.37,0,FIRM,81,0.04,0.04,0.01,7.82,0.01,0.01,0.01,1.37,180017.06083,62.54,43.79,25.33919,8364.5934,1954.27256,1782.43854,348.74845,3296.72582,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.41,915.94202
D,DISPATCH,PRICE,5,"2026/06/30 22:20:00",1,SA1,20260630220,0,52.52713,0,52.52713,0,0,"2026/06/30 22:15:02",0.04,0.04,0,0.04,0.04,0,0.01,0.01,0,7.82,7.82,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,1.37,1.37,0,FIRM,52.52713,0.04,0.04,0.01,7.82,0.01,0.01,0.01,1.37,305679.89753,437.66871,541.27468,305.10919,8644.3634,241.53558,379.54842,81.8045,3029.78187,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,193.56,5508.83352
D,DISPATCH,PRICE,5,"2026/06/30 22:20:00",1,TAS1,20260630220,0,78.33,0,78.33,0,0,"2026/06/30 22:15:02",3,3,0,3,3,0,0.38,0.38,0,2.92,2.92,0,0.38,0.38,0,0.38,0.38,0,0,0,0,1.27,1.27,0,FIRM,78.33,3,3,0.38,2.92,0.38,0.38,0,1.27,154779.22977,7483.00536,784.68856,571.69907,7335.04039,1822.93046,605.92922,214.47,4216.60463,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,9.64,0
D,DISPATCH,PRICE,5,"2026/06/30 22:20:00",1,VIC1,20260630220,0,56.68,0,56.68,0,0,"2026/06/30 22:15:02",0.04,0.04,0,0.04,0.04,0,0.01,0.01,0,7.82,7.82,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,1.37,1.37,0,FIRM,56.68,0.04,0.04,0.01,7.82,0.01,0.01,0.01,1.37,245166.01842,110.9499,118.63821,42.65919,8381.9134,16.81,50.9325,17.97,2965.94737,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.41,0.45
D,DISPATCH,PRICE,5,"2026/06/30 22:25:00",1,NSW1,20260630221,0,84.79,0,84.79,0,0,"2026/06/30 22:20:02",0.04,0.04,0,0.04,0.04,0,0.01,0.01,0,4.67,4.67,0,0.01,0.01,0,0.02,0.02,0,0.01,0.01,0,1.37,1.37,0,FIRM,84.79,0.04,0.04,0.01,4.67,0.01,0.02,0.01,1.37,242645.89189,110.9499,118.64821,42.64919,8371.0834,16.82,50.9525,17.98,2966.97737,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.42,0.45
D,DISPATCH,PRICE,5,"2026/06/30 22:25:00",1,QLD1,20260630221,0,83.68995,0,83.68995,0,0,"2026/06/30 22:20:02",0.04,0.04,0,0.04,0.04,0,0.01,0.01,0,4.67,4.67,0,0.01,0.01,0,0.02,0.02,0,0.01,0.01,0,1.37,1.37,0,FIRM,83.68995,0.04,0.04,0.01,4.67,0.01,0.02,0.01,1.37,179991.12078,62.54,43.8,25.32919,8353.7634,1954.08256,1782.17854,348.72845,3297.72582,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.42,915.84202
D,DISPATCH,PRICE,5,"2026/06/30 22:25:00",1,SA1,20260630221,0,69.22628,0,69.22628,0,0,"2026/06/30 22:20:02",0.04,0.04,0,0.04,0.04,0,0.01,0.01,0,4.67,4.67,0,0.01,0.01,0,0.02,0.02,0,0.01,0.01,0,1.37,1.37,0,FIRM,69.22628,0.04,0.04,0.01,4.67,0.01,0.02,0.01,1.37,305248.68381,437.31871,540.92468,305.09919,8633.5334,241.54558,379.56842,81.8145,3030.81187,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,193.55,5508.83352
D,DISPATCH,PRICE,5,"2026/06/30 22:25:00",1,TAS1,20260630221,0,78.33,0,78.33,0,0,"2026/06/30 22:20:02",3,3,0,3,3,0,0.38,0.38,0,4.92,4.92,0,0.38,0.38,0,0.38,0.38,0,0,0,0,1.27,1.27,0,FIRM,78.33,3,3,0.38,4.92,0.38,0.38,0,1.27,154782.24783,7477.82749,787.30856,571.69907,7338.04039,1820.31046,605.92922,214.09,4210.69657,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,9.64,0
D,DISPATCH,PRICE,5,"2026/06/30 22:25:00",1,VIC1,20260630221,0,74.04003,0,74.04003,0,0,"2026/06/30 22:20:02",0.04,0.04,0,0.04,0.04,0,0.01,0.01,0,4.67,4.67,0,0.01,0.01,0,0.02,0.02,0,0.01,0.01,0,1.37,1.37,0,FIRM,74.04003,0.04,0.04,0.01,4.67,0.01,0.02,0.01,1.37,245124.29307,110.9499,118.64821,42.64919,8371.0834,16.82,50.9525,17.98,2966.97737,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.42,0.45
D,DISPATCH,PRICE,5,"2026/06/30 22:30:00",1,NSW1,20260630222,0,93.61735,0,93.61735,0,0,"2026/06/30 22:25:03",0.04,0.04,0,0.04,0.04,0,0.01,0.01,0,7.8,7.8,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,1.2,1.2,0,FIRM,93.61735,0.04,0.04,0.01,7.8,0.01,0.01,0.01,1.2,242624.32911,110.9499,118.65821,42.63919,8372.8934,16.83,50.9625,17.99,2968.07737,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.42,0.45
D,DISPATCH,PRICE,5,"2026/06/30 22:30:00",1,QLD1,20260630222,0,89.47687,0,89.47687,0,0,"2026/06/30 22:25:03",0.04,0.04,0,0.04,0.04,0,0.01,0.01,0,7.8,7.8,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,1.2,1.2,0,FIRM,89.47687,0.04,0.04,0.01,7.8,0.01,0.01,0.01,1.2,179971.92818,62.54,43.81,25.31919,8355.5734,1953.90256,1781.98854,348.70845,3298.79582,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.42,915.82202
D,DISPATCH,PRICE,5,"2026/06/30 22:30:00",1,SA1,20260630222,0,74.55382,0,74.55382,0,0,"2026/06/30 22:25:03",0.04,0.04,0,0.04,0.04,0,0.01,0.01,0,7.8,7.8,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,1.2,1.2,0,FIRM,74.55382,0.04,0.04,0.01,7.8,0.01,0.01,0.01,1.2,305154.13478,436.96871,540.57468,305.07919,8635.3334,241.55558,379.57842,81.8245,3031.91187,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,193.55,5508.83352
D,DISPATCH,PRICE,5,"2026/06/30 22:30:00",1,TAS1,20260630222,0,52.30579,0,52.30579,0,0,"2026/06/30 22:25:03",0.38,0.38,0,3,3,0,0.38,0.38,0,2.92,2.92,0,0.38,0.38,0,0.38,0.38,0,0,0,0,1.27,1.27,0,FIRM,52.30579,0.38,3,0.38,2.92,0.38,0.38,0,1.27,154764.35362,7477.82749,789.92856,571.69907,7337.34364,1817.69046,605.92922,213.71,4197.97982,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,9.64,0
D,DISPATCH,PRICE,5,"2026/06/30 22:30:00",1,VIC1,20260630222,0,80.5,0,80.5,0,0,"2026/06/30 22:25:03",0.04,0.04,0,0.04,0.04,0,0.01,0.01,0,7.8,7.8,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,1.2,1.2,0,FIRM,80.5,0.04,0.04,0.01,7.8,0.01,0.01,0.01,1.2,245089.79307,110.9499,118.65821,42.63919,8372.8934,16.83,50.9625,17.99,2968.07737,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.42,0.45
D,DISPATCH,PRICE,5,"2026/06/30 22:35:00",1,NSW1,20260630223,0,85.53855,0,85.53855,0,0,"2026/06/30 22:30:03",0.09,0.09,0,0.04,0.04,0,0.02,0.02,0,9.25,9.25,0,0.01,0.01,0,0.02,0.02,0,0.01,0.01,0,1.05,1.05,0,FIRM,85.53855,0.09,0.04,0.02,9.25,0.01,0.02,0.01,1.05,242594.68761,110.9999,118.66821,42.63919,8377.4734,16.84,50.9825,18,2968.78737,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,44.43,0.45
D,DISPATCH,PRICE,5,"2026/06/30 22:35:00",1,QLD1,20260630223,0,82.73,0,82.73,0,0,"2026/06/30 22:30:03",0.09,0.09,0,0.04,0.04,0,0.02,0.02,0,9.25,9.25,0,0.01,0.01,0,0.02,0.02,0,0.01,0.01,0,1.05,1.05,0,FIRM,82.73,0.09,0.04,0.02,9.25,0.01,0.02,0.01,1.05,179946.25602,62.59,43.82,25.31919,8360.1534,1953.72256,1781.80854,348.68845,3299.47582,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,44.43,915.79202
D,DISPATCH,PRICE,5,"2026/06/30 22:40:00",1,NSW1,20260630224,0,55.5527,0,55.5527,0,0,"2026/06/30 22:35:03",0.09,0.09,0,0.09,0.09,0,0.02,0.02,0,1.44,1.44,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,1.37,1.37,0,FIRM,55.5527,0.09,0.09,0.02,1.44,0.01,0.01,0.01,1.37,242505.87657,111.0499,118.66821,42.64919,8373.9334,16.85,50.9925,18.01,2969.10737,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,44.46,0.45
D,DISPATCH,PRICE,5,"2026/06/30 22:35:00",1,SA1,20260630223,0,40.30289,0,40.30289,0,0,"2026/06/30 22:30:03",0.09,0.09,0,0.04,0.04,0,0.02,0.02,0,9.25,9.25,0,0.01,0.01,0,0.02,0.02,0,0.01,0.01,0,1.05,1.05,0,FIRM,40.30289,0.09,0.04,0.02,9.25,0.01,0.02,0.01,1.05,304693.99767,436.66871,540.22468,305.07919,8639.9134,241.56558,379.59842,81.8345,3032.62187,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,193.56,5508.83352
D,DISPATCH,PRICE,5,"2026/06/30 22:35:00",1,TAS1,20260630223,0,52.30579,0,52.30579,0,0,"2026/06/30 22:30:03",0.38,0.38,0,3,3,0,0.38,0.38,0,2.92,2.92,0,0.38,0.38,0,0.38,0.38,0,0,0,0,1.27,1.27,0,FIRM,52.30579,0.38,3,0.38,2.92,0.38,0.38,0,1.27,154746.45941,7477.82749,792.54856,571.69907,7337.34364,1815.07046,605.92922,213.33,4185.26307,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,9.64,0
D,DISPATCH,PRICE,5,"2026/06/30 22:35:00",1,VIC1,20260630223,0,43.68,0,43.68,0,0,"2026/06/30 22:30:03",0.09,0.09,0,0.04,0.04,0,0.02,0.02,0,9.25,9.25,0,0.01,0.01,0,0.02,0.02,0,0.01,0.01,0,1.05,1.05,0,FIRM,43.68,0.09,0.04,0.02,9.25,0.01,0.02,0.01,1.05,245018.82184,110.9999,118.66821,42.63919,8377.4734,16.84,50.9825,18,2968.78737,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,44.43,0.45
D,DISPATCH,PRICE,5,"2026/06/30 22:40:00",1,QLD1,20260630224,0,55.73,0,55.73,0,0,"2026/06/30 22:35:03",0.09,0.09,0,0.09,0.09,0,0.02,0.02,0,1.44,1.44,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,1.37,1.37,0,FIRM,55.73,0.09,0.09,0.02,1.44,0.01,0.01,0.01,1.37,179881.99602,62.64,43.88,25.32919,8356.6134,1953.44256,1780.09854,348.60845,3299.70582,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,44.46,915.76202
D,DISPATCH,PRICE,5,"2026/06/30 22:40:00",1,SA1,20260630224,0,24.77803,0,24.77803,0,0,"2026/06/30 22:35:03",0.09,0.09,0,0.09,0.09,0,0.02,0.02,0,1.44,1.44,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,1.37,1.37,0,FIRM,24.77803,0.09,0.09,0.02,1.44,0.01,0.01,0.01,1.37,304368.7857,436.36871,539.92468,304.70919,8635.9934,241.57558,379.60842,81.8445,3032.94187,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,193.59,5508.83352
D,DISPATCH,PRICE,5,"2026/06/30 22:40:00",1,TAS1,20260630224,0,50.2,0,50.2,0,0,"2026/06/30 22:35:03",0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,2.92,2.92,0,0.38,0.38,0,0.38,0.38,0,0,0,0,1.27,1.27,0,FIRM,50.2,0.38,0.38,0.38,2.92,0.38,0.38,0,1.27,154726.45941,7477.82749,792.54856,571.69907,7337.34364,1812.45046,605.92922,212.95,4172.54632,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,9.64,0
D,DISPATCH,PRICE,5,"2026/06/30 22:40:00",1,VIC1,20260630224,0,27.12,0,27.12,0,0,"2026/06/30 22:35:03",0.09,0.09,0,0.09,0.09,0,0.02,0.02,0,1.44,1.44,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,1.37,1.37,0,FIRM,27.12,0.09,0.09,0.02,1.44,0.01,0.01,0.01,1.37,244899.56083,111.0499,118.66821,42.64919,8373.9334,16.85,50.9925,18.01,2969.10737,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,44.46,0.45
D,DISPATCH,PRICE,5,"2026/06/30 22:45:00",1,NSW1,20260630225,0,84.79,0,84.79,0,0,"2026/06/30 22:40:03",0.04,0.04,0,0.04,0.04,0,0.02,0.02,0,5.57,5.57,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,1.37,1.37,0,FIRM,84.79,0.04,0.04,0.02,5.57,0.01,0.03,0.01,1.37,242475.48652,111.0499,118.61821,42.65919,8369.6234,16.86,51.0225,18.02,2970.37737,NOT_OCD,NOT_MII,0.03,0.03,0,0,0,0,0.03,0,44.48,0.45
